index,Company,TypeName,inches,resolution_width,resolution_height,touchscreen,cpu_name,cpu_brand,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
430,Samsung,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.60,4,"Flash Storage",16,0,Intel,Other,1.15,14332.32
431,Lenovo,Notebook,13.30,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.4,53812.8
432,Lenovo,Notebook,14.00,1920,1080,0,"Core i3",Intel,2.70,4,SSD,128,0,Intel,windows,1.7,31914.72
433,Lenovo,Workstation,15.60,3840,2160,0,"Core i7",Intel,2.80,16,SSD,512,0,Nvidia,windows,2.3,130269.6
434,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.90,16,SSD,512,0,Nvidia,windows,2.5,130482.72
435,Asus,Gaming,17.30,1920,1080,0,"Ryzen 1600",AMD,3.20,8,Hybrid,256,1024,AMD,windows,3.2,90309.6
436,HP,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.60,4,HDD,500,0,Intel,windows,2.1,18488.16
437,Google,Ultrabook,12.30,2400,1600,1,"Core i7",Intel,1.30,16,SSD,512,0,Intel,Other,1.1,117162.72
438,Lenovo,Ultrabook,24.00,2560,1440,0,"Core i7",Intel,2.70,24,SSD,512,0,Intel,windows,1.32,126912.96
439,Asus,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,4,SSD,256,0,Intel,linux,2,29783.52
440,Lenovo,Notebook,17.30,1600,900,0,"A6-Series 9220",AMD,2.50,8,HDD,1024,0,AMD,windows,2.8,27652.32
441,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,4,SSD,256,0,AMD,windows,2.2,39906.72
442,Lenovo,Ultrabook,12.50,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.36,76137.12
443,Lenovo,Notebook,15.60,1920,1080,0,"Pentium Quad",Intel,1.10,4,SSD,128,0,Intel,windows,2.2,18594.72
444,HP,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.2,58554.72
445,Dell,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.80,8,SSD,256,0,Nvidia,windows,1.64,62817.12
446,Acer,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,linux,2.4,23539.104
447,Dell,Workstation,15.60,1920,1080,0,"Xeon E3-1505M",Intel,3.00,8,HDD,64,1024,Nvidia,windows,2.23,106187.04
448,MSI,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.2,54757.9872
449,Microsoft,Ultrabook,13.50,2256,1504,1,"Core i7",Intel,2.50,16,SSD,512,0,Intel,windows,1.25,137941.92
450,HP,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,8,SSD,128,0,Intel,windows,1.91,31381.92
451,Dell,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.70,16,SSD,256,0,Nvidia,windows,2.17,105228
452,HP,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.90,8,SSD,512,0,Intel,windows,2.31,81731.52
453,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.65,71661.6
454,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,Hybrid,128,1024,AMD,windows,2.36,52161.12
455,Dell,"2 in 1 Convertible",11.60,1366,768,1,"Pentium Quad",Intel,1.60,4,HDD,500,0,Intel,windows,1.47,25521.12
456,Dell,Notebook,17.30,1920,1080,0,"Core i7",Intel,2.70,8,HDD,1024,0,Nvidia,windows,4.42,109010.88
457,Microsoft,Ultrabook,13.50,2256,1504,1,"Core M",Intel,2.20,4,SSD,128,0,Intel,windows,1.252,52693.92
458,Microsoft,Ultrabook,33.50,2256,1504,1,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,1.25,95850.72
459,HP,Notebook,17.30,1600,900,0,"Core i3",Intel,2.00,8,SSD,256,0,Intel,windows,2.5,34093.872
460,Acer,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,HDD,1024,0,Nvidia,windows,2.23,28984.32
461,Acer,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.60,4,SSD,128,0,Intel,windows,1.4,23176.8
462,Asus,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Intel,windows,2.37,39906.72
463,Lenovo,Notebook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,SSD,512,0,AMD,N/A,1.5,42570.72
464,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.90,8,SSD,256,0,Nvidia,windows,2.67,111355.2
465,Asus,Notebook,15.60,1366,768,0,"Pentium Quad",Intel,1.10,4,HDD,500,0,Intel,windows,2,16197.12
466,Acer,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,500,0,Nvidia,windows,2.2,24988.32
467,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,8,HDD,2048,0,AMD,windows,2.02,40439.52
468,HP,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,12,HDD,1024,0,Nvidia,windows,3.78,90522.72
469,Lenovo,Ultrabook,14.00,2560,1440,0,"Core i7",Intel,2.60,12,SSD,256,0,Intel,windows,1.4,98994.24
470,HP,"2 in 1 Convertible",13.30,3840,2160,1,"Core i7",Intel,1.80,8,SSD,512,0,Intel,windows,1.29,106506.72
471,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,500,0,AMD,windows,1.9,61485.12
472,Google,Ultrabook,12.30,2400,1600,1,"Core i5",Intel,1.20,8,SSD,128,0,Intel,Other,1.1,67932
473,Dell,Ultrabook,13.30,1920,1080,1,"Core i5",Intel,1.60,8,SSD,256,0,Intel,windows,1.42,98133.768
474,Asus,Notebook,15.60,3840,2160,0,"Core i7",Intel,2.60,12,Hybrid,128,1024,Intel,windows,2.06,69210.72
475,Dell,Notebook,14.00,1366,768,0,"Core i3",Intel,2.30,8,SSD,128,0,Intel,windows,1.79,39427.2
477,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,180,0,Intel,windows,1.7,72673.92
479,Toshiba,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.05,89084.16
480,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,SSD,512,0,Nvidia,windows,2.16,67239.36
481,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.40,4,HDD,1024,0,Intel,windows,2.18,31254.048
482,HP,Notebook,13.30,1920,1080,0,"Core i5",Intel,1.60,4,SSD,128,0,Intel,windows,1.49,38681.28
483,Chuwi,Notebook,15.60,1920,1080,0,"Atom x5-Z8350",Intel,1.44,4,"Flash Storage",64,0,Intel,windows,1.89,13261.392
484,Lenovo,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,SSD,128,0,Intel,windows,2.3,30103.2
485,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,1.60,8,SSD,256,0,Intel,windows,1.75,55890.72
486,Dell,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.70,16,SSD,512,0,Nvidia,windows,2.17,124568.64
487,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.80,16,SSD,512,0,Nvidia,windows,2.06,101178.72
488,Lenovo,Ultrabook,12.50,1920,1080,0,"Core i7",Intel,2.70,16,SSD,512,0,Intel,windows,1.36,95797.44
489,Asus,Ultrabook,12.50,1920,1080,0,"Core i7",Intel,2.70,16,SSD,512,0,Intel,windows,0.91,103896
490,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.3,53918.8272
491,Toshiba,Ultrabook,13.30,1920,1080,1,"Core i7",Intel,2.70,32,SSD,512,0,Intel,windows,1.05,149130.72
492,Asus,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,1.99,71928
493,Acer,Notebook,15.60,1366,768,0,"A10-Series 9620P",AMD,2.50,8,HDD,1024,0,AMD,windows,2.2,30849.12
494,Asus,Gaming,17.30,1920,1080,1,"Core i7",Intel,2.60,24,Hybrid,256,1024,Nvidia,windows,4.33,67612.32
495,Lenovo,Ultrabook,12.50,1366,768,0,"Core i5",Intel,2.30,8,SSD,180,0,Intel,windows,1.3,58554.72
496,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,SSD,256,0,Intel,windows,2.17,47893.392
497,HP,Notebook,14.00,1920,1080,0,"Core i7",Intel,2.80,8,SSD,1024,0,Intel,windows,1.48,93186.72
498,Lenovo,Notebook,13.30,1920,1080,0,"Core i3",Intel,2.40,8,SSD,256,0,Intel,windows,1.4,50562.72
499,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,2.3,48538.08
500,Asus,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.10,4,"Flash Storage",64,0,Intel,windows,1.2,18115.2
501,HP,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,8,SSD,256,0,AMD,windows,1.91,32979.7872
502,Lenovo,"2 in 1 Convertible",13.90,1920,1080,1,"Core i5",Intel,1.60,8,SSD,256,0,Intel,windows,1.4,85194.72
503,Lenovo,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.10,4,HDD,500,0,Intel,windows,2.1,15930.72
504,Lenovo,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.60,4,SSD,16,0,Intel,Other,1.25,14119.2
505,Lenovo,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.44,50562.72
506,Asus,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,Hybrid,256,1024,Intel,windows,2,65214.72
507,Acer,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,4,HDD,1024,0,Nvidia,windows,2.2,32660.64
508,HP,Ultrabook,13.30,1920,1080,0,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,1.34,70489.44
509,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,256,1024,Nvidia,N/A,2.4,61218.72
510,Dell,Ultrabook,13.30,1920,1080,1,"Core i5",Intel,2.50,8,SSD,128,0,Intel,windows,1.29,47898.72
511,Acer,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,4,HDD,500,0,Nvidia,windows,2.2,34045.92
512,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Intel,windows,2.18,44542.08
513,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,16,Hybrid,256,2048,AMD,windows,2.2,64961.1072
514,Xiaomi,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,16,SSD,256,0,Nvidia,N/A,1.95,74589.336
515,Asus,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.10,2,"Flash Storage",32,0,Intel,windows,1.1,13053.6
516,HP,Notebook,15.60,1366,768,1,"Core i5",Intel,1.60,4,HDD,1024,0,Intel,windows,2.04,27783.9216
517,Asus,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,24,SSD,512,0,Nvidia,windows,2.24,158135.04
518,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.04,47365.92
519,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,3,80133.12
520,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,256,1024,Nvidia,windows,3.2,74538.72
521,HP,Ultrabook,13.30,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.32,74538.72
522,Dell,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.60,8,SSD,256,0,Intel,windows,1.64,68184.0144
523,HP,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,SSD,128,0,Intel,windows,1.63,36709.92
524,Dell,Notebook,17.30,1920,1080,0,"Core i5",Intel,1.60,8,Hybrid,128,1024,AMD,linux,2.8,47365.92
525,Lenovo,Notebook,24.00,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,2.02,71395.2
526,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,4,HDD,1024,0,Nvidia,windows,2.2,42570.72
527,Lenovo,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,8,HDD,2048,0,Nvidia,N/A,2.2,24455.52
528,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,4,HDD,500,0,AMD,windows,2.3,31168.8
529,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.80,8,SSD,256,0,Intel,windows,1.9,73366.56
530,Dell,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,128,1024,Nvidia,windows,4.42,160520.3856
531,Toshiba,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,500,0,Intel,windows,2.0,45820.8
532,Asus,Notebook,15.60,3840,2160,0,"Core i7",Intel,2.70,8,Hybrid,256,1024,Nvidia,windows,2,69210.72
533,Mediacom,Notebook,13.30,1920,1080,0,"Celeron Quad",Intel,1.10,4,SSD,32,0,Intel,windows,1.2,19660.32
534,Asus,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,Hybrid,128,1024,Nvidia,windows,2.3,87858.72
535,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,windows,1.93,72940.32
536,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,8,SSD,256,0,AMD,windows,2.2,42486.0048
537,HP,Notebook,15.60,1920,1080,0,"Pentium Quad",Intel,1.60,4,SSD,256,0,Intel,windows,1.86,21258.1872
538,HP,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,12,HDD,1024,0,Nvidia,windows,2.62,95850.72
539,Lenovo,Notebook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Nvidia,windows,1.87,45767.52
540,Dell,Ultrabook,13.30,3200,1800,1,"Core i7",Intel,1.80,8,SSD,256,0,Intel,windows,1.2,74538.72
541,Dell,Notebook,14.00,1920,1080,0,"Core i3",Intel,2.00,4,SSD,128,0,Intel,windows,1.6,39207.1536
542,HP,Ultrabook,13.30,3200,1800,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.34,61005.6
543,Acer,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Nvidia,linux,2.4,42517.44
544,Asus,Notebook,15.60,1366,768,0,"E-Series 7110",AMD,1.80,4,HDD,500,0,AMD,windows,2,18594.72
545,HP,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.40,4,SSD,128,0,Intel,windows,2.1,37589.04
546,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,1.87,41824.8
547,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.30,4,HDD,1024,0,Intel,N/A,2.15,24634.008
548,HP,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,HDD,500,0,Intel,windows,1.86,21152.16
549,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,1.99,92121.12
550,Lenovo,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,SSD,128,0,Intel,windows,2.2,26586.72
551,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.9,59513.2272
552,Dell,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,4.42,143802.72
553,HP,Notebook,17.30,1600,900,0,"Core i3",Intel,2.00,8,HDD,1024,0,Intel,windows,2.65,28992.312
554,HP,Notebook,17.30,1920,1080,0,"Core i7",Intel,2.70,8,HDD,1024,0,Nvidia,windows,2.63,68198.4
555,Asus,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.10,4,HDD,500,0,Intel,linux,2,11934.72
556,Mediacom,Notebook,13.30,1920,1080,0,"Atom x5-Z8350",Intel,1.44,4,"Flash Storage",32,0,Intel,windows,1.35,13586.4
557,Lenovo,Notebook,17.30,1600,900,0,"Core i7",Intel,2.70,6,Hybrid,128,1024,Nvidia,windows,2.8,50562.72
558,HP,Notebook,15.60,1920,1080,0,"A10-Series A10-9620P",AMD,2.50,6,SSD,128,0,AMD,windows,1.91,30310.992
559,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,1024,0,AMD,windows,2.18,32921.712
560,Acer,"2 in 1 Convertible",11.60,1920,1080,1,"Celeron Dual",Intel,2.00,4,"Flash Storage",32,0,Intel,windows,1.25,18594.72
561,Lenovo,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.70,4,SSD,128,0,Intel,windows,2.05,33566.4
562,HP,Ultrabook,13.30,3200,1800,1,"Core M",Intel,1.20,16,SSD,512,0,Intel,windows,1.16,104695.2
563,Lenovo,Notebook,17.30,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,windows,3.4,159786.72
564,Asus,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,Hybrid,128,1024,Nvidia,windows,2.5,44701.92
565,Dell,Ultrabook,13.30,3840,2160,1,"Core i5",Intel,1.60,8,SSD,128,0,Intel,windows,1.21,85194.72
566,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.60,4,HDD,500,0,Intel,windows,1.93,51095.52
568,Lenovo,Notebook,15.60,1920,1080,0,"Pentium Quad",Intel,1.10,4,HDD,500,0,Intel,windows,2.2,18328.32
569,Lenovo,Notebook,14.00,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,2.02,52747.2
570,HP,Workstation,17.30,1600,900,0,"Core i5",Intel,2.80,8,HDD,500,0,Nvidia,windows,3.14,99153.5472
571,HP,Notebook,14.00,1366,768,0,"Pentium Quad",Intel,1.60,8,HDD,2048,0,Intel,windows,1.94,20725.92
572,HP,Notebook,15.60,1920,1080,0,"A9-Series A9-9420",AMD,3.00,6,SSD,256,0,AMD,windows,1.95,34578.72
573,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,2.3,44222.4
574,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,4,HDD,500,0,Intel,windows,2.05,36496.8
575,Mediacom,Notebook,14.00,1920,1080,0,"Atom x5-Z8350",Intel,1.44,4,SSD,32,0,Intel,windows,1.4,13266.72
576,Toshiba,Ultrabook,14.00,1920,1080,1,"Core i7",Intel,2.70,16,SSD,512,0,Intel,windows,1.24,99367.2
577,Lenovo,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.70,32,Hybrid,256,1024,Nvidia,windows,4.6,141884.64
578,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.90,16,Hybrid,512,1024,Nvidia,windows,4.14,145401.12
579,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,AMD,linux,2.2,39907.2528
580,Mediacom,Notebook,14.00,1920,1080,0,"Celeron Quad",Intel,1.10,4,SSD,32,0,Intel,windows,1.45,20725.92
581,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.60,8,HDD,500,0,Intel,windows,1.9,53733.9456
582,HP,Notebook,13.30,1920,1080,0,"Core i3",Intel,2.40,4,SSD,128,0,Intel,windows,1.49,38308.32
583,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.80,16,SSD,256,0,Nvidia,windows,1.93,81912.1392
584,Dell,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.60,4,"Flash Storage",16,0,Intel,Other,1.26,15717.6
585,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.70,16,Hybrid,128,1024,Nvidia,windows,4.5,125154.72
586,HP,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,3.78,79813.44
587,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.60,12,SSD,256,0,Intel,windows,8.4,89137.44
588,Lenovo,Notebook,15.60,1366,768,1,"Core i7",Intel,1.80,12,HDD,1024,0,Intel,windows,2.2,32447.52
589,Asus,Gaming,17.30,1920,1080,0,"Core i5",Intel,2.50,8,Hybrid,128,1024,Nvidia,windows,2.73,94305.6
590,Asus,"2 in 1 Convertible",15.60,1366,768,1,"Core i5",Intel,2.50,8,HDD,1024,0,Intel,windows,2.2,39373.92
591,Lenovo,Notebook,15.60,1920,1080,0,"A12-Series 9720P",AMD,3.60,12,SSD,512,0,AMD,windows,2.2,50562.72
592,Dell,"2 in 1 Convertible",31.60,1366,768,1,"Core M",Intel,1.00,4,SSD,128,0,Intel,windows,1.39,32127.84
593,Samsung,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,128,1024,Nvidia,windows,2.5,90522.72
594,Lenovo,Notebook,17.30,1920,1080,0,"Core i3",Intel,2.00,4,HDD,500,0,Intel,N/A,2.8,28185.12
595,Lenovo,Notebook,15.60,1366,768,0,"Core i3",Intel,2.30,8,HDD,1024,0,Intel,windows,2.29,24455.52
596,Lenovo,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,1.37,107892
597,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.7,78534.72
598,Dell,"2 in 1 Convertible",12.50,1920,1080,1,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.34,88977.6
599,Dell,Workstation,15.60,1920,1080,1,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,windows,2.06,93932.64
600,HP,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.84,64948.32
601,HP,Notebook,15.60,1366,768,0,"Core i3",Intel,2.40,4,HDD,500,0,Intel,windows,2.1,35616.6144
602,Acer,Notebook,14.00,1920,1080,0,"Celeron Quad",Intel,1.10,4,"Flash Storage",32,0,Intel,windows,1.6,17529.12
603,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.70,16,Hybrid,128,1024,Nvidia,windows,4.14,117162.72
604,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,1024,0,AMD,linux,2.18,24775.2
605,MSI,Gaming,15.60,3840,2160,0,"Core i7",Intel,2.80,16,Hybrid,256,2048,Nvidia,windows,1.8,122490.72
606,Toshiba,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,2.2,74538.72
607,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,6,HDD,1024,0,Intel,windows,2.4,30049.92
608,Lenovo,"2 in 1 Convertible",15.60,1920,1080,1,"Core i7",Intel,2.80,8,SSD,256,0,Intel,windows,2,69210.72
609,Acer,Notebook,14.00,1366,768,0,"Pentium Quad",Intel,1.60,4,"Flash Storage",128,0,Intel,windows,1.6,18594.72
610,Lenovo,Notebook,15.60,3840,2160,0,"Xeon E3-1535M",Intel,3.10,32,SSD,1024,0,Nvidia,windows,2.5,261018.72
611,Dell,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.60,16,HDD,1024,0,Nvidia,windows,2.59,46833.6528
612,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,1024,0,Intel,linux,2.18,23650.992
613,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,1024,0,Intel,linux,2.25,19127.52
614,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.60,4,HDD,500,0,Intel,linux,1.93,46300.32
615,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,3,62231.04
617,HP,Ultrabook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,1.84,74005.92
618,MSI,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.94,120831.5808
619,Acer,"2 in 1 Convertible",11.60,1366,768,1,"Celeron Quad",Intel,1.60,4,"Flash Storage",32,0,Intel,Other,1.25,20193.12
620,HP,Notebook,14.00,1366,768,0,"Core i5",Intel,2.60,8,SSD,256,0,Intel,windows,2.31,59886.72
621,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.65,78055.2
622,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,4,HDD,1024,0,AMD,windows,2.2,41345.28
623,Fujitsu,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,2.2,42570.72
624,HP,Notebook,15.60,1366,768,0,"Core i5",Intel,2.30,4,HDD,500,0,Intel,windows,1.88,49656.96
626,Mediacom,Notebook,14.00,1920,1080,0,"Atom x5-Z8350",Intel,1.44,2,"Flash Storage",32,0,Intel,windows,1.4,12733.92
627,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,4,SSD,128,0,Intel,N/A,2.2,24935.04
628,Asus,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,2.50,6,HDD,1024,0,Intel,windows,1.5,34046.4528
630,Asus,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.70,16,SSD,512,0,Intel,windows,11.1,101232
631,Dell,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.62,78801.12
632,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,4,SSD,256,0,Intel,windows,1.8,44169.12
633,Lenovo,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,HDD,1024,0,Nvidia,windows,2.2,30849.12
634,Asus,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.10,8,HDD,1024,0,Intel,windows,2,21258.72
635,Asus,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Nvidia,windows,1.99,48304.7136
636,Dell,Ultrabook,13.30,3200,1800,1,"Core i5",Intel,1.60,8,SSD,256,0,Intel,windows,1.23,99580.32
637,Lenovo,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.60,2,"Flash Storage",32,0,Intel,windows,1.42,13266.72
638,Lenovo,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.37,93635.3376
639,Dell,Notebook,15.60,3840,2160,1,"Core i7",Intel,2.80,16,SSD,1024,0,Nvidia,windows,2.06,127818.72
640,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.5,59087.52
641,HP,Notebook,17.00,1600,900,0,"A9-Series 9420",AMD,3.00,8,HDD,1024,0,AMD,windows,2.6,27753.552
642,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.70,16,SSD,512,0,Intel,windows,1.14,130536
643,Asus,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,HDD,1024,0,Nvidia,N/A,2.5,62284.32
644,Acer,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,500,0,Intel,windows,2.4,23976
645,Lenovo,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.60,4,"Flash Storage",32,0,Intel,windows,1.43,14598.72
